x1,x2
-0.64939,-1.22006
0.367879,0.330953
-2.17984,0.709311
0.219224,-1.03356
0.210085,1.49018
-0.580153,-0.234106
1.41934,-1.1099
0.819089,0.22421
-0.901815,0.892151
-0.0834809,-0.318406
1.43847,2.07808
-1.10472,0.0906564
0.671691,-1.42042
-0.0633531,0.681808
-1.54648,-1.09532
0.819169,-0.376626
1.16235,0.634837
-0.357678,0.217968
-0.0504759,-2.12921
0.366005,0.935952
-1.42573,-0.21669
0.351463,-0.439609
-0.549237,1.62808
-0.525915,-0.597416
1.19036,-0.239111
0.207109,0.0233033
-1.60921,2.1811
-0.453862,-1.03983
1.10711,1.16338
-0.693344,0.167485
0.550234,-1.86716
0.0579227,0.925748
-1.2117,-0.602013
0.381646,-0.253376
2.07553,0.745318
-0.786732,0.665945
-0.262053,-1.44962
0.299595,0.513788
-1.75895,0.00758015
0.408282,-0.714255
-0.210259,1.22324
-0.21143,-0.175864
2.24819,-0.829265
0.906918,0.590906
-1.37105,0.69598
0.0352966,-0.654605
0.537349,1.76712
-0.852766,-0.198232
0.885485,-0.9467
-0.147562,0.346182
-1.2389,-1.64925
0.972087,-0.117869
1.38649,0.266097
-0.346516,0.400534
-0.550486,-1.5865
0.485235,0.59632
-1.17232,0.188526
0.0386115,-0.101303
-0.0483569,3.20579
-1.00214,-0.598919
1.44222,-0.803908
0.682459,0.306674
-1.63566,1.17978
-0.0970418,-0.954949
0.604798,1.25095
-0.50235,-0.0368685
1.30196,-1.91595
-0.260721,1.03055
-1.08473,-1.05476
0.609243,-0.172427
1.43763,1.10437
-0.790843,0.327079
0.16716,-1.26444
0.0737325,0.333436
-2.44746,-0.77313
0.822431,-0.752804
-0.730228,1.40091
-0.371463,-0.583774
1.90584,-0.0821821
0.90645,0.0547547
-0.734075,1.11089
-0.191682,-0.38373
1.55907,1.47727
-0.969545,0.287988
0.337382,-1.40998
0.0650585,0.567208
-1.58541,-0.687935
0.644855,-0.47792
1.16882,0.352669
-0.165301,0.155282
-0.633325,-2.6981
0.624999,0.95474
-1.6123,0.0904206
0.324671,-0.643014
-0.231738,1.94627
-0.748004,-0.559377
1.25015,-0.536069
0.404355,0.234618
-1.93001,1.10875
0.00223486,-1.03719
0.503527,1.39276
-0.593181,-0.105912
1.14031,-1.35303
-0.285338,0.778734
-0.80013,-0.957742
0.285126,-0.0496421
2.40287,0.333478
-0.668928,0.859238
-0.581573,-1.43233
0.444429,0.49188
-1.81746,0.389588
0.27112,-0.839341
0.0477285,1.30239
-0.342299,-0.181248
1.76105,-1.10465
0.918729,0.356989
-1.10666,0.888676
-0.0819949,-0.531777
0.812726,1.48046
-0.775434,-0.0167111
0.619164,-1.02097
-0.0272946,0.137413
-2.2034,-1.93128
1.09291,-0.371323
1.34455,0.926433
-0.663166,0.31535
0.158308,-1.98147
0.251982,0.912817
-1.33059,-0.345796
0.34095,-0.346132
-0.943492,2.06382
-0.608779,-0.85562
1.49016,-0.141704
0.603694,0.132131
-1.20633,1.32362
-0.255544,-0.802933
0.77075,0.998879
-0.3136,0.0421458
0.947107,-2.30405
-0.0450998,1.101
-1.32024,-0.836095
0.600116,-0.314458
1.69682,0.81586
-0.739249,0.504678
-0.0992533,-1.31359
0.168271,0.372314
-2.10197,-0.209027
0.582387,-0.811104
-0.38766,1.38109
-0.38753,-0.396826
1.65525,-0.422563
0.613197,0.496776
-1.12732,0.432459
0.0295017,-0.186007
0.50645,2.60846
-1.06648,-0.367475
1.20563,-1.04758
-0.342508,0.617588
-0.99538,-1.6574
0.920943,-0.0158766
1.34561,0.0231977
-0.230936,0.38453
-1.05996,-1.91124
0.773191,0.671832
-1.38536,0.477351
0.111859,-0.576126
0.273913,1.72701
-0.761904,-0.292279
0.959135,-0.777034
0.251797,0.0642805
-1.65465,1.69434
-0.290775,-1.03592
0.89197,1.24227
-0.644964,0.0641374
0.755929,-1.67256
-0.0654703,0.866482
-1.06483,-0.726947
0.32898,-0.158179
1.8132,0.950106
-0.821824,0.520453
-0.0574764,-1.40314
0.198114,0.481957
-1.65493,-0.222413
0.465477,-0.60325
-0.358084,1.12512
-0.0421207,-0.046216
3.6372,-0.796075
1.17047,0.111304
-0.963968,1.35483
-0.31466,-0.688296
1.42843,1.45014
-0.936809,0.24346
0.372198,-1.3483
0.0409844,0.512984
-2.12067,-1.00843
0.882003,-0.607724
1.44221,0.489997
-0.483212,0.423536
-0.355928,-1.79189
0.448037,0.73879
-1.2838,0.0276666
0.171491,-0.312387
-0.399421,2.59044
-0.875705,-0.703216
1.48263,-0.576104
0.593732,0.37243
-1.69997,0.900134
0.0335538,-0.915602
0.41202,1.27554
-0.431476,-0.0924907
1.4555,-1.61091
-0.383527,0.944571
-0.896546,-1.15161
0.575419,-0.0798586
1.7151,0.29861
-0.519979,0.622406
-0.422938,-1.15427
0.159792,0.189602
-2.81838,0.503221
0.390767,-1.08086
0.00350367,1.62603
-0.632197,-0.363185
1.71021,-0.992307
0.865865,0.371287
-1.09659,0.820062
-0.0566373,-0.475672
1.01528,2.01078
-1.04361,-0.0585275
0.816576,-1.24739
-0.139906,0.59603
-1.29937,-1.22062
0.801945,-0.241971
1.00951,0.748174
-0.281213,0.122023
0.280964,-2.44956
0.255295,1.06692
-1.49195,-0.443161
0.487844,-0.462248
-0.837292,1.67618
-0.490776,-0.742698
1.30966,-0.0791109
0.400345,0.0172634
-1.12714,1.77136
-0.459314,-0.881176
1.05391,0.964688
-0.523004,0.165212
0.367266,-1.66086
0.102764,0.777337
-1.11112,-0.45954
0.136238,-0.104656
2.9608,0.837959
-0.833455,0.81043
-0.403272,-1.59401
0.417607,0.614547
-2.00036,0.14681
0.415695,-0.859812
-0.139916,1.37686
-0.403139,-0.290779
2.09633,-0.942022
0.924276,0.515202
-1.29352,0.773061
-0.00946433,-0.627432
0.642691,1.6862
-0.840077,-0.135097
0.801742,-0.985285
-0.108926,0.313926
-1.65981,-1.91855
1.09016,-0.209226
1.56193,0.189389
-0.412346,0.548923
-0.744319,-1.74618
0.616995,0.659649
-1.29174,0.300275
0.122597,-0.403171
0.114913,2.13115
-0.897559,-0.455625
1.20987,-0.788294
0.529962,0.195481
-1.3229,1.10036
-0.135117,-0.786078
0.603367,1.05554
-0.213151,-0.000918569
1.37262,-2.35396
-0.202119,1.11808
-1.22747,-1.03902
0.672975,-0.241664
1.62448,1.07849
-0.832132,0.413432
0.0846031,-1.35217
0.130159,0.441681
-2.14856,-0.519007
0.711673,-0.747847
-0.59008,1.35191
-0.354267,-0.480169
1.75053,-0.196964
0.808231,0.162352
-0.821249,0.932901
-0.0890798,-0.264055
1.50087,1.87729
-1.07175,0.16289
0.560734,-1.43392
-0.0155803,0.657217
-1.57971,-0.962673
0.769805,-0.420443
1.17934,0.542222
-0.309361,0.21911
-0.191215,-2.05786
0.419294,0.886677
-1.40893,-0.115621
0.302644,-0.437214
-0.426494,1.6267
-0.547756,-0.541886
1.14685,-0.31393
0.0922665,0.0721506
-3.02549,1.22086
0.16321,-1.15768
0.343075,1.61747
-0.71312,-0.232046
1.50207,-1.3513
-0.451753,0.848741
-0.736781,-1.18023
0.505598,-0.0174377
2.31714,0.160023
-0.594574,0.883133
-0.665316,-1.36112
0.457201,0.440753
-1.74487,0.501961
0.20672,-0.832165
0.134595,1.27006
-0.314847,-0.139854
2.08356,-1.51654
1.06616,0.331744
-1.16231,1.07315
-0.152703,-0.676713
1.03273,1.60765
-0.908704,0.0431085
0.611184,-1.18496
-0.0546998,0.42795
-1.71252,-1.30383
0.934442,-0.391193
1.24933,0.739359
-0.499236,0.281107
0.0186461,-1.73065
0.266937,0.75874
-1.20163,-0.225254
0.150496,-0.175479
-0.981782,2.6096
-0.725078,-0.883268
1.59543,-0.263628
0.714351,0.105423
-1.21945,1.53883
-0.34451,-0.869913
0.904386,1.01846
-0.460214,0.0945096
0.70405,-2.11706
0.0290945,1.03839
-1.30455,-0.705221
0.514845,-0.316796
1.6462,0.656046
-0.652423,0.514728
-0.179788,-1.23669
0.138739,0.257973
-2.43248,-0.073401
0.573511,-0.927565
-0.314663,1.51567
-0.496111,-0.44246
1.76784,-0.583686
0.723319,0.507635
-1.18334,0.550251
0.0344122,-0.388512
0.536934,2.01254
-0.953343,-0.256549
1.00602,-1.00385
-0.228807,0.489301
-0.968585,-1.38646
0.774429,-0.0669131
1.16582,0.265712
-0.0999328,0.107768
-0.871922,-2.82361
0.698232,0.921205
-1.62234,0.203813
0.285705,-0.678355
-0.0986478,1.98889
-0.796984,-0.514399
1.22482,-0.628404
0.438065,0.215297
-1.88984,1.26643
-0.0701983,-1.04936
0.605518,1.37113
-0.616301,-0.0666562
1.05861,-1.44785
-0.235159,0.810859
-0.874877,-0.911448
0.310386,-0.0763941
1.92883,1.59035
-1.0337,0.386358
0.258439,-1.54335
0.123725,0.667962
-1.7776,-0.629695
0.681934,-0.582299
-0.649681,1.14802
-0.208644,-0.354295
2.11658,-0.0182431
1.00014,0.00287337
-0.721754,1.24186
-0.27697,-0.482926
1.30738,1.10344
-0.743943,0.268355
0.213378,-1.19012
0.0330602,0.190696
-2.50625,-0.920363
0.867443,-0.723635
1.55519,0.373308
-0.487322,0.513567
-0.550093,-1.85684
0.54887,0.741699
-1.33894,0.152602
0.179801,-0.413555
-0.133641,2.18629
-0.85551,-0.566206
1.31306,-0.654727
0.525462,0.26579
-1.46584,0.95808
-0.0452002,-0.816461
0.486326,1.1364
-0.26186,-0.0313699
1.42379,-1.90106
-0.312017,1.03142
-1.0477,-1.1169
0.63291,-0.148083
1.83238,0.147721
-0.494473,0.716537
-0.55359,-1.16633
0.2619,0.258351
-1.97738,0.544325
0.245759,-0.942872
0.132112,1.39996
-0.475706,-0.217886
1.36319,-0.968443
0.72653,0.235257
-0.877891,0.792057
-0.0160019,-0.0749127
1.81286,2.8947
-1.17168,0.0420957
0.776957,-1.4648
-0.104099,0.746144
-1.59929,-1.24692
0.894094,-0.362284
1.1923,0.724237
-0.447479,0.245234
0.051992,-2.33471
0.3428,1.01135
-1.48977,-0.297029
0.421413,-0.480095
-0.660851,1.69712
-0.538459,-0.671524
1.26581,-0.194245
0.346114,0.0551505
-1.63718,2.01789
-0.400339,-1.04584
1.03958,1.19815
-0.684617,0.132413
0.625853,-1.81211
0.0150812,0.912848
-1.16864,-0.649215
0.374258,-0.224402
1.99873,0.823279
-0.805016,0.620241
-0.192841,-1.44275
0.267414,0.511229
-1.73431,-0.0722897
0.43262,-0.682047
-0.262976,1.19739
-0.177048,-0.161592
2.69146,-0.854462
0.930449,0.669092
-1.47811,0.666768
0.0723199,-0.721981
0.48599,1.90942
-0.903763,-0.25438
0.97774,-0.953465
-0.205897,0.427437
-1.26261,-1.85232
1.03912,-0.0777642
1.48631,0.042713
-0.319196,0.517912
-0.844127,-1.56419
0.623473,0.554443
-1.18936,0.394586
0.0605195,-0.293629
0.355858,2.42336
-1.01666,-0.40347
1.2172,-0.963151
0.645699,0.172766
-1.32016,1.32111
-0.229865,-0.856637
0.750927,1.07162
-0.393888,0.0346033
0.883095,-1.89558
-0.0859717,0.986742
-1.16756,-0.81691
0.493246,-0.23022
1.49322,0.804443
-0.664328,0.410093
-0.0353046,-1.19853
0.0590723,0.148538
-2.97953,-0.435345
0.71866,-0.909565
-0.515184,1.55661
-0.491842,-0.552279
1.95707,-0.404834
0.946428,0.100986
-0.813072,1.11539
-0.199649,-0.450332
1.58572,1.64726
-1.024,0.253595
0.416538,-1.44402
0.0425244,0.622255
-1.61571,-0.7912
0.703417,-0.472845
1.19472,0.421287
-0.247628,0.212064
-0.462166,-2.47527
0.56301,0.952904
-1.56901,0.0157776
0.335506,-0.594847
-0.309788,1.86645
-0.695202,-0.571531
1.23826,-0.464844
0.350103,0.225256
-1.88963,0.972923
0.0482653,-1.0022
0.426902,1.37546
-0.546956,-0.123836
1.16481,-1.25976
-0.307232,0.732408
-0.733772,-0.965212
0.201949,-0.0256653
2.65108,0.493022
-0.7363,0.861031
-0.534423,-1.5121
0.452247,0.549302
-1.91676,0.319553
0.3248,-0.867103
-0.0126162,1.35115
-0.392525,-0.231538
1.91569,-1.0823
0.941117,0.416423
-1.1882,0.867456
-0.0633188,-0.589404
0.773564,1.57683
-0.819176,-0.0553907
0.690746,-1.02917
-0.0650281,0.263391
-1.7224,-1.65566
1.03826,-0.300301
1.22305,0.928405
-0.602637,0.253305
0.23118,-1.82956
0.193579,0.852156
-1.23662,-0.382838
0.274074,-0.25378
-0.941117,1.83109
-0.529548,-0.82175
1.40824,-0.0688338
0.526713,0.02878
-0.916441,1.40434
-0.346729,-0.684256
0.865375,0.810585
-0.094683,0.0287171
0.717179,-3.07519
0.139501,1.15744
-1.51632,-0.647626
0.597156,-0.447908
1.93055,0.570422
-0.694643,0.660093
-0.324857,-1.34907
0.27708,0.418002
-2.30592,0.142615
0.472946,-0.950206
-0.170022,1.50137
-0.50772,-0.375157
1.65945,-0.722894
0.741258,0.424423
-1.10077,0.640815
-0.00121543,-0.338445
0.883005,2.39919
-1.09709,-0.189387
1.00975,-1.21219
-0.233712,0.649365
-1.22939,-1.45449
0.892135,-0.160613
1.31814,0.175222
-0.260025,0.337991
-0.817694,-1.98113
0.681276,0.745361
-1.41393,0.311597
0.171757,-0.542365
0.0731077,1.72417
-0.710003,-0.370739
1.02907,-0.653775
0.207701,0.0793357
-2.13844,1.73753
-0.180113,-1.12515
0.784139,1.40913
-0.718484,-0.0113539
1.00496,-1.67882
-0.176401,0.915574
-1.02669,-0.889512
0.439564,-0.152167
1.83578,1.24941
-0.932654,0.450086
0.109316,-1.47497
0.163146,0.578035
-1.71255,-0.434571
0.577445,-0.592999
-0.511648,1.13642
-0.167069,-0.231977
2.40611,-0.242762
1.06348,0.226368
-1.03334,1.14698
-0.204105,-0.628786
1.14212,1.46271
-0.871876,0.122279
0.487903,-1.2066
-0.0135327,0.38436
-1.75919,-1.09997
0.868987,-0.461728
1.28094,0.606861
-0.440902,0.304728
-0.136726,-1.68091
0.322781,0.703386
-1.18718,-0.111172
0.0768772,-0.108378
-0.769342,2.80267
-0.810037,-0.819989
1.57754,-0.412395
0.571865,0.457874
-1.8485,0.721326
0.142718,-0.934508
0.269423,1.34627
-0.458106,-0.15491
1.70015,-1.4945
-0.503234,0.919819
-0.776998,-1.27709
0.615907,-0.0141584
1.78804,0.0205488
-0.428824,0.723416
-0.617397,-1.09832
0.237565,0.204038
-2.34236,0.822191
0.203503,-1.08131
0.253316,1.53991
-0.63225,-0.238384
1.45374,-1.19164
0.866954,0.216024
-0.913737,0.946474
-0.111956,-0.390227
1.23933,1.70527
-0.991444,0.104349
0.582485,-1.30879
-0.0384687,0.551266
-1.41437,-0.953711
0.707737,-0.345312
1.07121,0.553485
-0.154023,0.0987859
-0.12343,-2.64192
0.43422,1.03932
-1.58197,-0.203359
0.427122,-0.560168
-0.574759,1.84249
-0.623244,-0.675997
1.31127,-0.294903
0.444367,0.0396812
-1.25397,1.78403
-0.430541,-0.927643
1.03288,1.0366
-0.565246,0.15037
0.454932,-1.68572
0.0695204,0.8114
-1.11627,-0.522966
0.209932,-0.146435
2.2403,0.746821
-0.803839,0.712774
-0.306155,-1.49627
0.338296,0.550672
-1.83191,0.0500111
0.412997,-0.762669
-0.188897,1.27363
-0.283682,-0.225136
1.90017,-0.750943
0.825646,0.511315
-1.23563,0.663387
0.0160245,-0.51869
0.521647,1.58376
-0.74426,-0.155071
0.785421,-0.879385
-0.0163945,0.0410524
-2.41653,-3.06751
1.16446,-0.168433
1.64089,0.275984
-0.48242,0.584238
-0.711943,-1.90898
0.628534,0.73715
-1.37644,0.253931
0.172546,-0.485978
0.0185783,2.35144
-0.932507,-0.528605
1.31393,-0.772504
0.592857,0.250197
-1.45787,1.10335
-0.107187,-0.858183
0.585744,1.14369
-0.357369,-0.0179826
1.42611,-2.20606
-0.250547,1.09564
-1.16636,-1.08312
0.67067,-0.206573
1.55327,1.13741
-0.839133,0.369857
0.145189,-1.33345
0.105445,0.429749
-2.087,-0.606881
0.736562,-0.705993
-0.645106,1.31022
-0.323606,-0.483653
1.73838,-0.115037
0.811299,0.030315
-0.65443,1.04164
-0.116819,-0.221004
2.13062,1.92786
-1.09473,0.352745
0.342192,-1.59078
0.0998261,0.723108
-1.83307,-0.74582
0.744447,-0.578703
1.32056,0.36556
-0.342327,0.336719
-0.565704,-2.18321
0.592897,0.861809
-1.48724,0.117747
0.263727,-0.553581
-0.170171,1.77598
-0.682849,-0.48659
1.14393,-0.521964
0.27007,0.148513
-2.11271,1.27917
-0.0228656,-1.09762
0.56304,1.4521
-0.665037,-0.103031
1.17516,-1.46126
-0.287241,0.843448
-0.864698,-0.987966
0.394387,-0.0780437
2.08781,0.240991
-0.592731,0.798568
-0.568163,-1.31197
0.377672,0.399159
-1.65576,0.394934
0.224045,-0.752294
0.0716874,1.2011
-0.156191,-0.0781614
2.5839,-1.70478
1.09375,0.396316
-1.25891,1.05944
-0.130225,-0.732388
1.00628,1.73715
-0.955834,0.00137304
0.690712,-1.20033
-0.0858025,0.490731
-1.76499,-1.47668
0.994591,-0.36362
1.26105,0.826814
-0.561198,0.282854
0.102415,-1.803
0.245441,0.815563
-1.23728,-0.291365
0.228743,-0.243153
-1.00337,2.33529
-0.664646,-0.890102
1.56353,-0.185027
0.67475,0.13151
-1.24707,1.43314
-0.293897,-0.854934
0.834635,1.03175
-0.417493,0.0659093
0.766651,-1.9942
-0.0180877,1.00722
-1.23821,-0.744841
0.495066,-0.274094
1.56864,0.710315
-0.648911,0.465223
-0.119525,-1.21078
0.0932359,0.194269
-2.72441,-0.207821
0.641758,-0.938593
-0.399183,1.55899
-0.511845,-0.500573
1.87933,-0.526057
0.735872,0.568653
-1.25428,0.514533
0.061817,-0.45748
0.471586,2.16207
-0.984276,-0.314037
1.09166,-0.993494
-0.27779,0.529214
-0.942119,-1.49002
0.824541,-0.0331822
1.24125,0.0785581
-0.155309,0.23357
-1.06951,-2.15653
0.785352,0.74844
-1.47817,0.434449
0.155038,-0.639807
0.205685,1.83993
-0.804395,-0.35179
1.04576,-0.770397
0.363941,0.110953
-1.51186,1.41207
-0.221573,-0.956289
0.771386,1.18578
-0.532046,0.0283049
0.762823,-1.50005
-0.0933998,0.765681
-0.950844,-0.715335
0.111577,-0.0474656
2.84494,1.66165
-1.01614,0.579876
0.00831885,-1.65459
0.253234,0.70679
-1.98981,-0.361181
0.622244,-0.734035
-0.482749,1.30588
-0.323933,-0.390014
2.29245,-0.392348
1.0549,0.149493
-0.934739,1.19358
-0.23757,-0.589958
1.21428,1.35172
-0.839728,0.177481
0.39633,-1.21503
0.0116782,0.345814
-2.27865,-1.21494
0.948284,-0.591039
1.47391,0.577593
-0.542856,0.433369
-0.285993,-1.89085
0.435878,0.79943
-1.33379,-0.0325779
0.225421,-0.369311
-0.425857,2.11217
-0.760493,-0.670445
1.3768,-0.463365
0.471677,0.327001
-1.5663,0.739301
0.0664294,-0.802421
0.322153,1.18022
-0.225664,-0.0593387
1.96838,-1.98685
-0.478454,1.03868
-0.934331,-1.32119
0.719912,-0.0663723
1.91848,0.425679
-0.632784,0.690314
-0.409614,-1.29994
0.286646,0.373703
-2.21465,0.291159
0.398013,-0.960401
-0.0649953,1.48253
-0.510592,-0.325412
1.5732,-0.818597
0.748657,0.362619
-1.03484,0.702125
-0.0213559,-0.293875
0.997487,2.22404
-1.08569,-0.111115
0.907074,-1.25567
-0.181736,0.640381
-1.29793,-1.33673
0.857632,-0.21632
1.01233,0.824958
-0.365818,0.13913
0.332522,-2.0583
0.185535,0.970489
-1.34322,-0.467153
0.409544,-0.353797
-0.825102,1.47774
-0.398722,-0.668251
1.19643,-0.0171876
0.150263,0.00302231
-1.5356,2.54036
-0.558109,-1.0132
1.23202,1.07674
-0.697421,0.23807
0.385503,-1.95548
0.146023,0.938082
-1.28472,-0.497079
0.381026,-0.306876
2.20539,0.569761
-0.737529,0.750893
-0.401191,-1.44524
0.360656,0.505353
-1.78663,0.172486
0.350262,-0.769093
-0.0988748,1.26037
-0.264799,-0.181893
2.26015,-1.07874
0.976725,0.515381
-1.32533,0.833994
-0.0258879,-0.679736
0.712546,1.74769
-0.889189,-0.122103
0.809373,-1.04273
-0.126216,0.39267
-1.42274,-1.57011
0.97841,-0.211201
1.43047,0.140176
-0.324645,0.453515
-0.707337,-1.55908
0.553961,0.565622
-1.17191,0.300967
0.052723,-0.188874
0.205484,2.6685
-1.01952,-0.4884
1.32051,-0.904284
0.670526,0.229965
-1.46127,1.27339
-0.177321,-0.906327
0.695943,1.15505
-0.452069,0.00844305
1.06077,-1.91919
